,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.3046928262500447,1.1465615030752791e-09,4.4171571815960796e-11,0.1207936,0.10119265,0.07673686
1,0.0,1.0,0.0,0.3333333333333333,0.34726251845645034,0.5000000342982711,0.43851682610335285,0.3821139,0.3497007,0.38472888
2,0.0,0.0,1.0,0.3333333333333333,0.34804465529350487,0.4999999642907949,0.5614831738524815,0.49709257,0.5491067,0.53853434
