,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,1.0,0.0,0.0,0.3333333333333333,0.3307477446537084,0.2733822,0.35115498,0.2750549
1,0.0,1.0,0.0,0.3333333333333333,0.3461485736474872,0.5036969,0.3294456,0.50410306
2,0.0,0.0,1.0,0.3333333333333333,0.32310368169880455,0.22292097,0.31939936,0.22084203
