,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.01,Perfect
0,0.2,2,28895.593308542604,27780.215221063176,28634.497933777577,29361.180108528504,29359.865740563295,29193.838865000125,29358.38210831575,29185.879112735962,29191.25662635369,20822.40185560052
