,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.01,Perfect
0,0.2,2,1469.9404602247266,1375.5331492827866,1436.5302925812841,1469.7566862438525,1469.2826668271855,1458.5407755081967,1468.494252807377,1454.2659768551914,1453.7012148265028,1294.231452737705
