,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,0.2,1,3807.061791581967,3809.7550401547137,3805.465332625683,3823.924194751366,3824.0816291048495,3825.513555780396,3824.1932304378415,3825.5066787933747
