,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.1
0,1.0,0.0,0.0,0.3333333333333333,0.33274620212822675,0.10057435,0.2898672,0.33333334,0.23247834
1,0.0,1.0,0.0,0.3333333333333333,0.3318262787292542,0.48155802,0.34523004,0.33333334,0.49053675
2,0.0,0.0,1.0,0.3333333333333333,0.33542751914251906,0.4178676,0.3649028,0.33333334,0.276985
