,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,882.8657386697674,708.2739508086433,966.6924802545434,157.5698150059705,155.73068307833128,155.73068307833128,155.73068307833128,152.84447242959905,133.5790607132413,354.7982160601028,132.7432976763516,132.7351487548919,0
