,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,-2685.2966574623406,-543.531703308319,-2658.3883359056954,-2653.401343789644,-2656.0493042052467,-2479.291641796134,-1666.708246259648,-2440.019866965689,-2466.7453531603037
