,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,33164.311942121574,31584.17308744915,33182.09110491205,33139.786784938966,33141.86732526551,32995.157708905834,32258.583386632443,32967.60631124825,32984.376727213734
