,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,18142.89894867711,17628.377095735043,18054.225914753268,18391.806830617807,18392.272571890553,18392.272571890553,18392.272571890553,18388.647320142867,18261.91779609997,17932.74844820411,18267.926391359266,18267.985861840356,13706.280885304439
