,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.01
0,0.2,2,7.877777777777776,7.004444444444444,7.645555555555554,6.767777777777778,6.7588888888888885,6.637777777777779,6.746666666666666,6.616666666666666,6.62
