,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.1,Perfect
0,0.2,2,107.21090692524213,116.11001170411173,100.33727175036321,96.53027621887442,96.53256328153755,93.27575277050504,95.87207714232083,96.53027621887442,93.84244476983031,0
