,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.01,Perfect
0,0.2,2,394.7886527555509,426.0345622990453,433.02350129806956,292.92742463824794,292.83851218581884,293.7377156475293,293.08730001719016,295.4550534029463,296.072944135864,0
