,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.30768054359495056,0.08685583409323526,0.32028,0.23461151,0.31987318,0.32219765
1,0.0,1.0,0.0,0.3333333333333333,0.36066337647302993,0.6381007555606489,0.33190933,0.4551528,0.3324682,0.3325316
2,0.0,0.0,1.0,0.3333333333333333,0.3316560799320195,0.2750434101300619,0.34781072,0.31023568,0.34765854,0.34527066
