,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.29110547278682386,0.01484257770796651,0.08725987089962901,0.18229645,0.17850783,0.1218202
1,0.0,1.0,0.0,0.3333333333333333,0.38010407272203806,0.6719821734553153,0.5943661361298584,0.5741162,0.57572085,0.61536473
2,0.0,0.0,1.0,0.3333333333333333,0.32879045449113814,0.31317524816896736,0.3183739929223759,0.2435873,0.24577132,0.26281506
