,knn,cart_date,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.30165284564844064,0.3018990791794297,0.302718299656831,0.30334294170753906,0.05089117003237032,0.08786752,0.22206123,0.12716542,0.1265616
1,0.0,1.0,0.0,0.3333333333333333,0.3693038723307387,0.3684891420044045,0.3657547594834712,0.363644208694239,0.6666668183571713,0.5930211,0.53706664,0.5687991,0.57969946
2,0.0,0.0,1.0,0.3333333333333333,0.32904328202082067,0.3296117788161658,0.3315269408596978,0.33301284959822186,0.28244201274218106,0.31911144,0.24087211,0.30403543,0.29373902
