,Quantile,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1,invW-0,invW-0.1,invW-1,invW-inf
0,0.1,0.2,3,5.022416498,5.218693887,4.290179203,4.235219169,4.224883867,4.140768479,4.191975314,4.261910254,4.264460164,4.188517657,4.167086564,4.139583532,4.467888793,4.495691599,4.186585048,4.217843322,4.199281063,4.15229367,4.211355885,4.198025634,,,,
1,0.2,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.226052137500055,4.178302866390594,4.19197531435662,4.175200896313702,4.174778776129302,4.19097246531523,4.1700943362903775,4.1301299475103725,4.373556447761184,4.33900782714034,4.229578828446509,4.147320776583117,4.213365040617792,4.184823004619874,4.171108767550969,4.168175133702538,,,,
2,0.3,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.225116112221943,4.207510422772216,4.19197531435662,4.169174913645963,4.164135338062143,4.158140549690511,4.162303017135594,4.15664517854646,4.229231819404382,4.346996566610875,4.213402215028225,4.148025184363739,4.171603543735375,4.1469676750424505,4.1581015641248005,4.138974765309622,,,,
3,0.4,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.22514677030233,4.226917412346308,4.19197531435662,4.213267672488236,4.211024161163062,4.178636612233022,4.17693718235835,4.126516306005018,4.322268969452371,4.306939247270301,4.238129236959795,4.171097654000004,4.165407639235521,4.167122301581824,4.167918439107463,4.166781872069331,,,,
4,0.5,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.225598237410236,4.243214774564784,4.19197531435662,4.182548398682319,4.179749263631475,4.174839150138224,4.178064097360154,4.135938870017533,4.24366630823463,4.236638683281508,4.192925597765418,4.219632343010686,4.213203643793724,4.160651235031897,4.163007702722929,4.143185615728185,,,,
5,0.6,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.225147737125241,4.241304447913741,4.19197531435662,4.175246317445881,4.158770966750738,4.168522189966336,4.16942471468836,4.134640600767654,4.217184612082831,4.190523969669592,4.1629238721280135,4.143502121740736,4.193020127470501,4.145812834165406,4.15601505908915,4.140313977176151,,,,
6,0.7,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.223606936849224,4.267160430401577,4.19197531435662,4.180135050747931,4.179455301270584,4.179163872211674,4.170120837797254,4.149729271977694,4.250348384795267,4.268443659315594,4.210827467854788,4.18110912916172,4.2711975369159045,4.146285489084127,4.194991996695139,4.135246544086344,,,,
7,0.8,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.221803749123026,4.268882041355733,4.19197531435662,4.242928618100962,4.241657723501737,4.214510656975314,4.174527423468206,4.131564221821628,4.332306946351124,4.39448917887564,4.263216652512888,4.161078334959824,4.188104290281838,4.208704215932172,4.500985964580194,4.153285504881133,,,,
8,0.9,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.22045322344212,4.273260803550648,4.19197531435662,4.20628851672729,4.207996816165601,4.1908268594765286,4.1798921502320425,4.139557771926246,4.635088419744582,4.977638136469241,4.269184967036151,4.35641706293212,4.275714053283509,4.288320207012483,4.213527688459548,4.191833276671826,,,,
9,0.1,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.224883867320305,4.140765420093069,4.175799515104488,4.137206275765725,4.179523037807562,4.178248159728679,,,,,,,,,,,,,,
10,0.2,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.226052137500936,4.1783022034004125,4.175799515104488,4.166789998833,4.179873035453566,4.17836480466325,,,,,,,,,,,,,,
11,0.3,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.225116112220457,4.207510430211048,4.175799515104488,4.150482691113455,4.176931853732543,4.177852902169967,,,,,,,,,,,,,,
12,0.4,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,4.225146770302128,4.2269173846534125,4.175799515104488,4.185997915497509,4.178711591878924,4.178064817257352,,,,,,,,,,,,,,
13,0.1,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.140765420093069,4.199433036804299,4.137206275765725,4.179523037807562,4.178248159728679,4.1867241742745955,4.1750432472389365,4.491254332078485,4.433800022099446,4.25050701444721,4.235297037541357,4.187868727903443,4.19238307240991,4.18742946945858,4.142056099230844,4.224883867320305,4.2243124258580025,4.223342388385352,4.223117265428562
14,0.2,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.1783022034004125,4.199433036804299,4.166789998833,4.179873035453566,4.17836480466325,4.1867241742745955,4.1750432472389365,4.3953822320580445,4.32605369128734,4.228123112370773,4.203537154296141,4.1833417298801665,4.137884278166799,4.186559642223036,4.132679321506573,4.226052137500936,4.225454553436083,4.223920689471241,4.223117265428562
15,0.3,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.207510430211048,4.199433036804299,4.150482691113455,4.176931853732543,4.177852902169967,4.1867241742745955,4.1750432472389365,4.389311822160109,4.299730554529223,4.222349436159232,4.14648680501865,4.179936522333362,4.137028460753445,4.187325083524898,4.162377043758246,4.225116112220457,4.224801245097495,4.223813101617204,4.223117265428562
