,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.3216481127071671,0.14883559508132765,0.32028,0.17200048,0.294154,0.32210836
1,0.0,1.0,0.0,0.3333333333333333,0.3376011173971097,0.5534929031186966,0.33190933,0.40840688,0.32736403,0.33263302
2,0.0,0.0,1.0,0.3333333333333333,0.3407507698957233,0.29767150183327995,0.34781072,0.41959265,0.378482,0.34525862
