,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.32073962355592023,0.10738700248677702,0.0009915503,0.15807371,0.026328007,0.028388351
1,0.0,1.0,0.0,0.3333333333333333,0.32270181014040156,0.3941223794046932,0.41247872,0.3341389,0.4169879,0.4141343
2,0.0,0.0,1.0,0.3333333333333333,0.35655856630367816,0.4984906181500173,0.58652973,0.5077874,0.5566841,0.55747736
