,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.29509667637046577,8.304069212845257e-10,4.4171571815960796e-11,0.07748308,0.07758445,0.0590088
1,0.0,1.0,0.0,0.3333333333333333,0.3507845169368444,0.5279712783142788,0.43851682610335285,0.4930651,0.49164313,0.46258575
2,0.0,0.0,1.0,0.3333333333333333,0.3541188066926897,0.4720287206206188,0.5614831738524815,0.42945182,0.43077236,0.47840545
