,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.29106981452234415,3.735708817507143e-07,0.32028,0.0,0.2354798,0.32010052
1,0.0,1.0,0.0,0.3333333333333333,0.37333759811431877,0.6545596935473551,0.33190933,0.8048946,0.31988147,0.33198076
2,0.0,0.0,1.0,0.3333333333333333,0.3355925873633371,0.345439932737647,0.34781072,0.1951054,0.4446388,0.34791878
