,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.31352297109400473,0.051958746076671426,0.0009915503,0.0057720183,0.025147744,0.027686507
1,0.0,1.0,0.0,0.3333333333333333,0.33307684352444306,0.45456942865229155,0.41247872,0.35634848,0.41207314,0.4133432
2,0.0,0.0,1.0,0.3333333333333333,0.3534001853815523,0.4934718231928099,0.58652973,0.63787943,0.56277907,0.5589703
