,knn,cart_date,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.3346607211493564,0.32960284322912997,0.3168644324632133,0.3099329644856212,0.22413871010439432,0.033303954,0.14352216,0.31741592,0.32214054
1,0.0,1.0,0.0,0.3333333333333333,0.31631807426835984,0.3231038889924561,0.34083078499294844,0.35086035036276464,0.44827689799099035,0.5446517,0.43613452,0.3317439,0.3325423
2,0.0,0.0,1.0,0.3333333333333333,0.34902120458228364,0.34729326777841385,0.3423047825438383,0.33920668515161406,0.3275843920509819,0.4220444,0.42034334,0.35084012,0.34531718
