,Quantile,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1,invW-0,invW-0.1,invW-1,invW-inf
0,0.1,0.2,3,5.022416498,5.218693887,4.290179203,4.235219169,,4.14076542,4.199433037,4.137206276,4.179523038,4.17824816,4.186724174,4.175043247,4.491254332,4.433800022,4.250507014,4.235297038,4.187868728,4.192383072,4.187429469,4.142056099,4.224883867,4.224312426,4.223342388,4.223117265
1,0.2,0.2,3,5.022416498,5.218693887,4.290179203,4.235219169,,4.178302203,4.199433037,4.166789999,4.179873035,4.178364805,4.186724174,4.175043247,4.395382232,4.326053691,4.228123112,4.203537154,4.18334173,4.137884278,4.186559642,4.132679322,4.226052138,4.225454553,4.223920689,4.223117265
2,0.3,0.2,3,5.022416498,5.218693887,4.290179203,4.235219169,,4.20751043,4.199433037,4.150482691,4.176931854,4.177852902,4.186724174,4.175043247,4.389311822,4.299730555,4.222349436,4.146486805,4.179936522,4.137028461,4.187325084,4.162377044,4.225116112,4.224801245,4.223813102,4.223117265
3,0.4,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.2269173846534125,4.199433036804299,4.185997915497509,4.178711591878924,4.178064817257352,4.186724174274596,4.1750432472389365,4.349854264672164,4.290791588009529,4.224478579769115,4.199628934343266,4.191622316592313,4.136320328107692,4.187505498682087,4.1326378350210815,4.225146770302128,4.22485505495004,4.223874946166731,4.223117265428562
4,0.5,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.243215129096792,4.199433036804299,4.2660313734455295,4.177695892671868,4.178028914977523,4.186724174274596,4.1750432472389365,4.272448344391889,4.279891376407164,4.208128828561362,4.164062142898542,4.1850441717993725,4.156521372557936,4.18725896103037,4.146565942307547,4.225598237410852,4.225246723093004,4.224053183534252,4.223117265428562
5,0.6,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.241304877697464,4.199433036804299,4.194712009288517,4.175620891097793,4.178020643938991,4.186724174274596,4.1750432472389365,4.231881505266895,4.21457814724839,4.178140882925473,4.1492702880794665,4.187903771966463,4.151086684085196,4.188077622088874,4.135951109490196,4.225147737126924,4.224833642730809,4.22383400955631,4.223117265428562
6,0.7,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.2671604593884815,4.199433036804299,4.254117376839975,4.1774246502730765,4.178088015168163,4.186724174274596,4.1750432472389365,4.280118176879043,4.264587392480174,4.191590282271497,4.151826618028626,4.176973432302169,4.139508152239541,4.186626673598243,4.190695372469368,4.223606956654562,4.223468071937194,4.223182573960744,4.223117265428562
7,0.8,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.2688820391511815,4.199433036804299,4.3459732396906,4.178151476730068,4.178118308967582,4.186724174274596,4.1750432472389365,4.423574620493665,4.359449536726864,4.201187031324751,4.176720638236018,4.182610070511166,4.139857137530574,4.186991989982962,4.133364027943574,4.221803749124675,4.221957687765329,4.222583982251741,4.223117265428562
8,0.9,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.27326056583872,4.199433036804299,4.491618774187768,4.177057388782768,4.177961348401827,4.186724174274596,4.1750432472389365,4.845217327112216,4.679110812943731,4.262323030253159,4.276476785412855,4.187554257961647,4.190421791809189,4.1868711853840255,4.190386263095123,4.220453223443103,4.220953001107064,4.222322242664762,4.223117265428562
9,0.1,0.2,3,5.022416497776804,5.218693886594569,4.290179203473934,4.235219169499916,,4.140765420112925,4.194536951928132,4.192351653202005,4.19594512981669,4.196065639554114,4.18672418277835,4.175043237993384,4.491254332078485,4.433800028450842,4.25050701444721,4.235297021642191,4.187868727903443,4.192383065307472,4.18742946945858,4.142056104965991,4.2248838673197575,4.224312425857599,4.2233423883852375,4.223117265428562
