,Quantile,risk_aversion,Target,knn,cart,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.3,0.5,Z1,9.135136183948061,9.36885239428768,9.037793485837929,9.004206967146335,9.002731203719309,9.006832683929183,8.998228497791045,8.995620903651842,8.995647895674248,8.995205329377319,8.988717100430431,8.995364550368963,8.995651626757438,8.995487894273179,8.993344226432876,9.003420907597077,8.99325727543976,8.999546188181762,8.987921898789674,8.997084201374202
1,0.3,0.5,Z2,8.212497699289157,8.519966603709829,8.235234647886994,8.166166649529142,8.162558237520159,8.162999126205472,8.155435754146053,8.15744576293866,8.149844202379281,8.152272730805233,8.15587694809027,8.140072018401485,8.166282651623575,8.150290158137425,8.149035756386054,8.149812082880862,8.14831359440419,8.16714293854643,8.152055162675506,8.157041833210704
