,Quantile,risk_aversion,Target,knn,cart,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.1,0.5,Z1,9.135136183948061,9.36885239428768,9.037793485837929,9.004206967146335,9.002703964455653,9.000734240597415,8.998228497791045,8.996811461219545,8.996128200265293,8.994856544237555,8.992594714853599,8.993413669615869,9.000323448805327,9.002327291400366,8.998611757657041,9.008528882976861,8.984822100535322,8.994203377963222,8.989436513639696,8.990589775775074
