,Target,risk_aversion,Model-0,Model-1,Model-2,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,Z1,0.5,[2.55 4.29 5.46 6.2  6.5  6.4  5.88 4.9  3.21],[3.   4.88 6.14 6.87 7.24 7.2  6.63 5.51 3.76],[ 3.06  5.86  8.24 10.13 11.44 12.02 11.67  9.85  6.1 ],[2.81 4.83 6.05 6.71 7.   6.84 6.29 5.27 3.62],[2.69 4.48 5.69 6.43 6.76 6.64 6.1  5.07 3.39],[2.55 4.27 5.46 6.2  6.5  6.4  5.89 4.9  3.21],[2.61 4.33 5.52 6.29 6.6  6.49 5.96 4.97 3.27],[2.54 4.26 5.47 6.2  6.52 6.42 5.9  4.92 3.22],[2.55 4.28 5.46 6.2  6.5  6.41 5.89 4.9  3.22],[2.55 4.26 5.47 6.21 6.53 6.43 5.91 4.93 3.23],[2.55 4.27 5.48 6.23 6.54 6.43 5.92 4.93 3.23]
