,Quantile,risk_aversion,Target,knn,rf,clim,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,0.2,0.5,Z1,4.655151515151515,5.303939393939393,8.00161616161616,5.073838383838384,4.84989898989899,4.655656565656566,4.660101010101011,4.737676767676767,4.6559595959595965,4.666767676767678,4.667171717171717
