,Quantile,risk_aversion,Target,knn,cart,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_0,DF-MLP_0,DF-LR_0.1,DF-MLP_0.1,DF-LR_1,DF-MLP_1
0,0.1,0.5,Z1,3.821524672074677,3.9762598252072094,3.771173572563713,3.7693534596549205,3.76818683548473,3.7569368810452213,3.7561626485267277,3.7559466276345566,3.75582636693237,3.7556964422265695,3.752553287426541,3.7538389892022317,3.76450329248996,3.7663645000300616,3.755056222546921,3.758050133462068,3.750815385961122,3.752711083921678,3.752815143583235,3.7516092795072007
