,Quantile,risk_aversion,Target,Model-0,Model-1,Model-2,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,0.2,0.5,Z1,4.243815751694101,4.803997290743645,8.858848368936895,4.809366051253308,4.480469104368804,4.239454793695242,4.32343222360051,4.2572718755570875,4.243814140504541,4.259009208215568,4.2664043117789054
