,Quantile,risk_aversion,Target,knn,rf,clim,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,0.8,0.5,Z1,4.655151515151515,4.6069696969696965,8.00161616161616,4.984343434343434,4.708585858585859,4.601212121212121,4.63929292929293,4.644444444444445,4.599191919191919,4.5952525252525245,4.606363636363636
