,Quantile,risk_aversion,Target,knn,cart,rf,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,0.9,0.5,Z1,9.135136183948061,9.36885239428768,9.037793485837929,9.004206967146335,9.002705154270418,9.007252575235364,8.998227988877888,8.985778065988141,8.993343071296755,8.993411878768498,9.001124970252434
1,0.9,0.5,Z2,8.212497699289157,8.519966603709829,8.235234647886994,8.166166649529142,8.16289655100059,8.157969354208683,8.155435694988373,8.152652151760934,8.157939043175757,8.160940641173351,8.24180962294389
2,0.9,0.5,Z3,8.452031062996408,8.52910485309969,8.322290674386876,8.262182335596288,8.261686685015885,8.261800309640204,8.261753906199209,8.259866410837052,8.27668841926417,8.313665385295717,8.326259787475607
3,0.9,0.5,Z4,8.522214122511155,8.931079094923659,8.52350570568106,8.519455724807361,8.516454286128994,8.480908735614893,8.478979955840316,8.507395893795868,8.472631384135457,8.47451213874481,8.490677619078859
