,Quantile,risk_aversion,Target,knn,rf,clim,Ave,Insample,SalvaBench,CRPS,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP
0,0.8,0.5,Z1,4.491806737916749,4.455042502376827,9.955425536719527,4.999893646474746,4.606599340610787,4.442225777165956,4.509491527735595,4.519571854834678,4.448745425344288,4.435762854864291,4.449021279372182
