,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,7.821111111111112,6.327777777777779,7.645555555555554,6.4477777777777785,6.43888888888889,6.43888888888889,6.43888888888889,6.398888888888888,6.0888888888888895,6.073333333333334,6.088888888888889,6.088888888888889
