,risk_aversion,Target,Perfect,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,0,416.8325225386756,363.35818623586107,433.02350129806956,281.863284368635,281.3797203025845,281.3797203025845,281.3797203025845,281.0865360061745,291.2845419708235,295.147004503298,288.3019440062702,289.5060153996344
