,Quantile,Iteration,Model-0,Model-1,Model-2,CC-Ave,BRC-Ave,CC-Juanmi,CC-Salva,CC-LR,CC-Diff,adaptCC-LR,adaptCC-MLP,CC-DT,BRC-DT
0,0.6,0,11.08,13.23,12.76,10.870000000000001,10.58,10.530000000000001,10.440000000000001,10.48,10.34,10.280000000000001,10.31,24.32,24.32
0,0.6,0,11.08,13.23,12.76,10.870000000000001,10.58,10.530000000000001,10.440000000000001,10.48,10.34,10.280000000000001,10.31,24.32,24.32
