,Target,risk_aversion,Model-0,Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Ave,Insample,SalvaBench,CRPS,DF_0.1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_1
0,Z1,0.5,[ 6.75  9.25 10.49 11.35 11.61 11.41 10.72  9.35  7.16],[ 6.86  9.58 10.68 11.26 11.1  10.45  9.13  7.25  4.67],[ 5.87  9.1  10.57 11.53 11.76 11.41 10.52  8.84  6.29],[ 8.89 11.56 12.92 13.58 13.18 12.37 10.94  8.93  5.94],[ 8.44 11.83 13.02 13.64 13.45 12.67 11.19  8.99  5.82],[2.6  4.05 4.98 5.61 5.86 5.81 5.32 4.59 3.27],[2.77 4.41 5.36 5.9  6.02 5.71 5.27 4.5  3.2 ],[3.16 5.07 6.45 7.33 7.8  7.78 7.28 6.33 4.59],[10.16 13.9  15.1  15.81 15.56 14.45 12.62 10.02  6.33],[2.52 4.37 5.92 7.22 8.1  8.3  7.78 6.41 4.11],[2.47 4.07 5.1  5.71 6.06 6.23 6.12 5.43 3.7 ],[2.34 3.79 4.73 5.37 5.65 5.61 5.19 4.35 3.02],[2.41 3.79 4.71 5.31 5.55 5.46 5.05 4.29 2.99],[2.4  3.78 4.71 5.31 5.55 5.48 5.07 4.35 3.09],[2.38 3.77 4.67 5.25 5.51 5.47 5.07 4.32 3.  ],[2.39 3.8  4.71 5.28 5.52 5.42 5.   4.2  2.86],[2.38 3.76 4.69 5.36 5.66 5.59 5.16 4.39 3.06],[2.5  3.86 4.85 5.48 5.74 5.65 5.22 4.42 3.13],[2.33 3.75 4.66 5.26 5.54 5.5  5.1  4.37 3.05]
