,knn,cart,rf,Ave,invW-0,invW-0.001,invW-0.01,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.3325327077027162,0.33253270767381105,0.3325327074136649,0.32735984158501796,0.29398578,0.32594103,0.29156274,0.29124868
1,0.0,1.0,0.0,0.3333333333333333,0.33606644014832165,0.3360664402143174,0.33606644080827924,0.3477917177256249,0.5224903,0.40080243,0.52014524,0.51969117
2,0.0,0.0,1.0,0.3333333333333333,0.3314008521489622,0.33140085211187154,0.3314008517780558,0.32484844068935714,0.18352394,0.27325657,0.18829203,0.18906018
