,knn,cart,rf,Ave,invW-0,invW-0.001,invW-0.01,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.3329052975589816,0.3329052971601758,0.3329052935709268,0.32735984158501796,0.29398578,0.0,0.29156718,0.29302433
1,0.0,1.0,0.0,0.3333333333333333,0.3346878982061798,0.3346878991589535,0.334687907733911,0.3477917177256249,0.5224903,1.0,0.52014536,0.52167857
2,0.0,0.0,1.0,0.3333333333333333,0.3324068042348386,0.33240680368087056,0.3324067986951622,0.32484844068935714,0.18352394,0.0,0.1882875,0.18529718
