,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.001,invW-0.01,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,1473.2968860000003,1450.9732221844263,1468.6330473647542,1483.60386117418,1483.5840227267759,1483.5840227267759,1483.5840227267759,1483.4199046618853,1479.078891670765,1450.9732221844263,1479.1546384699452,1479.0933196325138,1294.231452737705
