,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.001,invW-0.01,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,35.934808817404935,30.258520452170487,40.36785793114,6.9335165112691355,6.95559894399446,6.95559894399446,6.95559894399446,6.767863494172875,6.261426496208185,30.258520452170487,6.273034172506676,6.273117685348122,0
