,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.001,invW-0.01,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,18142.89894867711,17628.377095735043,18054.225914753268,18391.806830617807,18392.272571890553,18392.272571890553,18392.272571890553,18388.647320142867,18298.038878682546,18372.65846949176,18299.271177209117,18299.615077900206,13706.280885304439
