,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.001,invW-0.01,invW-inf,CRPS,DF_0,DF_0.1,DF_1,Perfect
0,0.2,2,882.8657386697674,708.273950808643,966.6924802545434,157.5698150059704,155.73068307833123,155.73068307833123,155.73068307833123,152.84447242959888,132.92815056736129,134.90824768536166,132.17079531977433,131.6038796970445,0
