,knn,cart_date,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.32149706969481795,0.3184511040815024,0.310717854728935,0.30647788463422265,0.03085074898831424,0.0,0.012502181,0.028813489,0.028577002
1,0.0,1.0,0.0,0.3333333333333333,0.3156594065375961,0.32009401452321157,0.3316100815068144,0.3380800153024518,0.31170102020091583,0.44920063,0.28930113,0.41606286,0.4139067
2,0.0,0.0,1.0,0.3333333333333333,0.36284352376758583,0.36145488139528603,0.3576720637642506,0.3554421000633255,0.6574482307301084,0.5507994,0.6981967,0.5551236,0.5575163
