,knn,cart_date,rf,Ave,Insample,SalvaBench,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.3133751885446276,0.11908197000577023,0.0328765167898599,0.28123736,0.18088028,0.15961055
1,0.0,1.0,0.0,0.3333333333333333,0.3514292700696903,0.6038873491636247,0.5340075004904786,0.40735486,0.38253906,0.41824725
2,0.0,0.0,1.0,0.3333333333333333,0.33519554138568214,0.27703068250832963,0.43311598271966895,0.31140783,0.4365806,0.42214224
