,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,35898.62702512944,35185.88176044184,33378.63386668968,35570.827951674146,35404.65592426649,35610.65854387297,34881.9929431826,35406.34174504659,35266.68264169831,34880.42913317225
