,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,2.9733333333333336,2.75,2.7777777777777777,2.528888888888889,2.531111111111111,2.4844444444444442,2.64,2.4866666666666664,2.4866666666666664
