,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,-62.38494533572662,-51.419069579979286,-35.5630740306524,-76.06491706071799,-69.80717437735588,-68.20029039299276,-63.47806931183983,-69.64476343866068,-69.70628273362098,-63.532206291404904
