,Quantile,risk_aversion,Target,knn,cart,cart_date,rf,Ave,DF_0,CRPS
0,0.1,0.2,2,2049.7089447591097,2049.724154409391,2049.663155626796,2049.709122661404,2049.6830341668383,2049.685281924181,
1,0.1,0.2,2,1942.004872135746,1942.025587462782,1942.0437672900825,1942.0004270363297,1941.9892983722816,1941.9905765360854,
2,0.1,0.2,2,1942.004872135746,1942.025587462782,1942.0437672900825,1942.0004270363297,1941.9892983722816,1941.9905765360854,1941.9789822506405
3,0.1,0.2,2,1942.004872135746,1942.025587462782,1942.0437672900825,1942.0004270363297,1941.9892983722816,1941.9905765360854,1941.9789822506405
4,0.1,0.2,2,1861.5386965173973,1861.5563528257164,1863.7233429511912,1860.2386524152225,1860.1943087095963,1860.246805174629,1859.5355511439075
