,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,0.2,2,2077.748451650328,1920.3434866548155,2058.082574282361,2043.7014108028998,2044.1792505740423,2018.2352577059028,1984.3846710082844,2016.1524960952709
