,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,Perfect
0,0.2,2,28895.593308542604,29213.804028973125,28634.497933777577,29652.055104712115,29653.878715304694,29734.445560619,20822.40185560052
