,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.3333333333333333,0.327930507315943,0.327930476568881,0.3279301998616856,0.32273332138616156,0.32396084,0.13148285,0.2765023,0.30026335
1,0.0,1.0,0.0,0.3333333333333333,0.3455029170611593,0.3455029913460936,0.34550365987051135,0.35792115803588065,0.62565875,0.7649109,0.61321056,0.6184253
2,0.0,0.0,1.0,0.3333333333333333,0.32656657562289776,0.32656653208502534,0.32656614026780295,0.3193455205779578,0.050380453,0.10360625,0.110287115,0.08131126
