,risk_aversion,Target,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,7.877777777777776,7.004444444444444,7.645555555555554,6.767777777777778,6.762222222222222,6.762222222222222,6.762222222222222,6.748888888888889,6.596666666666668,6.7188888888888885,6.6000000000000005,6.6000000000000005
