,risk_aversion,Target,Perfect,knn,cart,rf,Ave,invW-0,invW-0.1,invW-1,invW-inf,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,13706.280885304439,17896.122542501646,17029.839886556023,18054.225914753268,18212.865201448712,18209.98359467264,18209.98359467264,18209.98359467264,18197.71143332197,17857.711341882667,18043.212050605212,17872.36678342984,17870.762293804884
