,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,182.64523581668965,221.35860963205033,226.71874517811523,169.38295149485668,162.6505438064549,162.42114842547457,164.67461772592333,162.2645631098377,163.74001174763544,165.09618207566442
