,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.1
0,0.2,2,2.9733333333333336,2.7511111111111113,2.7733333333333334,2.5277777777777772,2.528888888888889,2.4844444444444442,2.517777777777778,2.5277777777777772,2.4877777777777776
