,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,56635.27261964973,56639.527578654925,56736.17058726449,56768.68554158143,56768.5839323492,56759.69312452815,56769.6000246716,56760.50599838608,56759.23588298306
