,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.001,DF_0.01,Perfect
0,0.2,2,2294.33260131917,1897.1359932304488,2495.8027887101207,717.3505547158578,711.6333564481976,620.9387055768198,693.8010378651269,620.3330734912875,617.7098468056952,0
