,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,1.0,0.0,0.0,0.0,0.25,0.24694553157808322,0.12912245,0.24495731,0.13648687,0.17956711
1,0.0,1.0,0.0,0.0,0.25,0.1958098480392796,0.11158649,0.25615692,0.12447151,0.17561366
2,0.0,0.0,1.0,0.0,0.25,0.23473838746343073,0.5883535,0.22991721,0.5828235,0.45759642
3,0.0,0.0,0.0,1.0,0.25,0.3225062329192065,0.17093754,0.2689685,0.15621811,0.18722281
