,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,1,-7049.539758386011,-7067.078311260629,-7160.136327218115,-7201.4811238167495,-7201.389675507733,-7193.387948468798,-7202.304158597897,-7194.119534940931,-7192.976431078224
