,risk_aversion,Target,knn,cart,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1,DF_1
0,0.2,2,2.9733333333333336,3.1688888888888886,2.7533333333333334,2.77,2.5933333333333333,2.658888888888889,2.4955555555555553,2.5866666666666664,2.551111111111111,2.493333333333333
