,risk_aversion,Target,knn,cart,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,0.2,1,-531.3383955144695,-538.4529625823543,-543.8167612583903,-577.6785462292578,-578.0890257218466,-576.1925667137408,-577.7084350044286,-576.1591000170652
