,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,0.2,2,2.9733333333333336,2.75,2.7777777777777777,2.528888888888889,2.531111111111111,2.4855555555555555,2.5277777777777777,2.4855555555555555
