,risk_aversion,Target,knn,cart_date,rf,Ave,Insample,CRPS,DF_0,DF_0.1
0,0.2,2,-142.81060006247844,35.129304964825685,-127.85503930459096,-118.42398338419055,-118.88429605750775,-94.85913181277184,-60.87656494722127,-92.35122223134277
